entry_id,question_id,poll,parent_question_id,question_name,question_short,answer_value,level,answer_inferred
2114,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
2111,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
2104,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
2100,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
2094,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
2089,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
2084,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,0.0,parent,No
2074,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
2070,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
2069,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
2061,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
2054,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
2052,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
2048,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
2038,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
2031,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
2027,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
2023,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
2021,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
2016,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
2010,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
2009,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
2006,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
2003,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
2000,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1994,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1993,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1989,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1985,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1983,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,0.0,parent,No
1978,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1974,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1972,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1966,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1962,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1961,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1958,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1945,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1943,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1940,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1938,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1928,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1918,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1908,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1904,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1903,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1897,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1872,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1869,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1858,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1845,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1835,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1829,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1820,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1808,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1806,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1793,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1791,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1781,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1780,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1779,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1777,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1776,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1774,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1759,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1741,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1740,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1737,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1734,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1714,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1709,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1708,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1706,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1703,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1701,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1697,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1694,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1690,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1689,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1688,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1677,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1667,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1654,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1653,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1636,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,0.0,parent,No
1627,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1626,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1624,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1621,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1619,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1615,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1607,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1582,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1574,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,0.0,parent,No
1570,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1556,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1555,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1544,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1542,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1535,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1529,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1522,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1521,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1517,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1511,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1505,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1495,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1492,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1488,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1474,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1469,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,,parent,No
1468,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1461,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1458,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1456,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1454,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,0.0,parent,No
1451,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1450,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1441,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1436,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1434,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1433,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1426,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1425,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,,parent,No
1420,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1419,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1415,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1412,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1409,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1404,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1400,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1399,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1397,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1396,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1392,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,0.0,parent,No
1390,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1386,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1376,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1374,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1371,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1370,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1369,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1357,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1352,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1349,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1348,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1344,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1341,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1340,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1337,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1335,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1334,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1333,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1329,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1323,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1322,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1321,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1319,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1312,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1311,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1309,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1308,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1307,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1306,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1304,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1303,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1301,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1300,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1299,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1295,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1293,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1289,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1288,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1284,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1283,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1281,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1279,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1268,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1264,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1263,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1259,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1258,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1257,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1251,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1250,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1249,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1248,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1247,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1246,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1241,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1240,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1234,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1231,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1229,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1228,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1227,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1223,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1220,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1218,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,,parent,No
1210,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1199,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1197,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1196,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1192,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1191,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1190,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1189,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1187,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1183,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1180,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1178,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1175,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1172,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1162,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1156,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1154,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1153,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1149,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1140,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1136,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1134,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1133,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1129,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1127,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1125,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1110,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1109,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1108,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
1106,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,,parent,No
1101,4654,Religious Group (v6),0,Are other religious groups in cultural contact with target religion:,cultural contact,1.0,parent,No
