entry_id,question_id,poll,parent_question_id,question_name,question_short,answer_value,level,answer_inferred
2111,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
2104,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
2100,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
2094,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
2089,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
2084,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
2074,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,0.0,parent,No
2070,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
2069,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
2061,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
2054,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
2052,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
2048,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
2038,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
2031,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
2027,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,,parent,No
2023,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
2021,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
2016,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,0.0,parent,No
2010,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,0.0,parent,No
2009,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
2006,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
2003,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
2000,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1994,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1993,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1989,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1985,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1983,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1978,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1974,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1972,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1966,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1962,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1961,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1958,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1943,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1940,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1928,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1918,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1908,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1904,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1903,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1897,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1872,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1869,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,0.0,parent,No
1858,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,0.0,parent,No
1845,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1835,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1829,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1820,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1808,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,0.0,parent,No
1806,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1793,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,0.0,parent,No
1791,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1781,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1780,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1779,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1777,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1776,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1774,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1759,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1741,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1740,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1737,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1734,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,,parent,No
1714,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1709,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1708,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1706,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,,parent,No
1703,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1701,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1697,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1694,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,0.0,parent,No
1690,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,0.0,parent,No
1689,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1688,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1677,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1667,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,,parent,No
1654,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1653,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1636,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,0.0,parent,No
1627,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1626,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,,parent,No
1624,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1621,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1619,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1615,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1607,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1582,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1574,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,,parent,No
1570,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1556,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,,parent,No
1555,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1544,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,0.0,parent,No
1542,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1535,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1529,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1522,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1521,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1517,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1511,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1495,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,0.0,parent,No
1492,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1474,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1469,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,,parent,No
1468,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,,parent,No
1466,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,,parent,No
1458,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1456,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,,parent,No
1454,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,0.0,parent,No
1451,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,,parent,No
1441,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1436,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,,parent,No
1434,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1433,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,0.0,parent,No
1426,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1425,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,,parent,No
1420,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1419,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1415,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1412,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1409,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1404,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1400,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,0.0,parent,No
1399,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,,parent,No
1397,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1396,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1392,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1390,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1386,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1376,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1374,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1371,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1370,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1369,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,,parent,No
1357,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1352,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1349,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1348,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1344,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1341,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1340,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1337,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1335,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1334,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1333,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1329,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1323,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1322,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1321,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1319,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1312,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1311,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1309,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1308,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,,parent,No
1307,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1306,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,,parent,No
1304,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1303,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,,parent,No
1301,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,,parent,No
1300,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1299,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1295,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1293,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1289,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1288,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,,parent,No
1284,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1283,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1281,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1279,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1268,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1264,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,,parent,No
1263,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,,parent,No
1259,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,0.0,parent,No
1258,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1257,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1251,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1250,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,,parent,No
1249,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,,parent,No
1248,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1247,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1246,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1241,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1240,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1234,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1231,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1229,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1228,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1227,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1223,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1220,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1218,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1210,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1199,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1197,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,0.0,parent,No
1196,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1192,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1191,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1190,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,,parent,No
1189,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1187,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,,parent,No
1183,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1180,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1178,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1175,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1172,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1162,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1156,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1154,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1153,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1149,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1140,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1136,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,0.0,parent,No
1134,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1133,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1129,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1127,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1125,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1110,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1109,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1108,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1106,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1101,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1087,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1083,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1076,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1071,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1069,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1060,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,0.0,parent,No
1051,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,,parent,No
1049,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,,parent,No
1044,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1043,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1041,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1039,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1038,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1037,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1031,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1028,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1024,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
1016,4776,Religious Group (v6),0,Is a spirit-body distinction present:,spirit-body distinction,1.0,parent,No
