entry_id,question_id,question_short,parent_question_id,answer_value,question_name,answer_inferred
419,3063,extra_ritual_group_markers,0,0.0,Are extra-ritual in-group markers present:,No
420,3063,extra_ritual_group_markers,0,1.0,Are extra-ritual in-group markers present:,No
422,3063,extra_ritual_group_markers,0,1.0,Are extra-ritual in-group markers present:,No
423,3063,extra_ritual_group_markers,0,0.0,Are extra-ritual in-group markers present:,No
424,3063,extra_ritual_group_markers,0,0.0,Are extra-ritual in-group markers present:,No
439,3063,extra_ritual_group_markers,0,0.0,Are extra-ritual in-group markers present:,No
440,3063,extra_ritual_group_markers,0,1.0,Are extra-ritual in-group markers present:,No
441,3063,extra_ritual_group_markers,0,0.0,Are extra-ritual in-group markers present:,No
442,3063,extra_ritual_group_markers,0,0.0,Are extra-ritual in-group markers present:,No
456,3063,extra_ritual_group_markers,0,1.0,Are extra-ritual in-group markers present:,No
469,3063,extra_ritual_group_markers,0,0.0,Are extra-ritual in-group markers present:,No
472,3063,extra_ritual_group_markers,0,1.0,Are extra-ritual in-group markers present:,No
476,3063,extra_ritual_group_markers,0,1.0,Are extra-ritual in-group markers present:,No
477,3063,extra_ritual_group_markers,0,0.0,Are extra-ritual in-group markers present:,No
478,3063,extra_ritual_group_markers,0,0.0,Are extra-ritual in-group markers present:,No
479,3063,extra_ritual_group_markers,0,1.0,Are extra-ritual in-group markers present:,No
483,3063,extra_ritual_group_markers,0,1.0,Are extra-ritual in-group markers present:,No
484,3063,extra_ritual_group_markers,0,0.0,Are extra-ritual in-group markers present:,No
485,3063,extra_ritual_group_markers,0,1.0,Are extra-ritual in-group markers present:,No
486,3063,extra_ritual_group_markers,0,0.0,Are extra-ritual in-group markers present:,No
490,3063,extra_ritual_group_markers,0,1.0,Are extra-ritual in-group markers present:,No
491,3063,extra_ritual_group_markers,0,0.0,Are extra-ritual in-group markers present:,No
492,3063,extra_ritual_group_markers,0,1.0,Are extra-ritual in-group markers present:,No
520,3063,extra_ritual_group_markers,0,1.0,Are extra-ritual in-group markers present:,No
525,3063,extra_ritual_group_markers,0,0.0,Are extra-ritual in-group markers present:,No
526,3063,extra_ritual_group_markers,0,0.0,Are extra-ritual in-group markers present:,No
534,3063,extra_ritual_group_markers,0,0.0,Are extra-ritual in-group markers present:,No
567,3063,extra_ritual_group_markers,0,0.0,Are extra-ritual in-group markers present:,No
570,3063,extra_ritual_group_markers,0,0.0,Are extra-ritual in-group markers present:,No
576,3063,extra_ritual_group_markers,0,1.0,Are extra-ritual in-group markers present:,No
580,3063,extra_ritual_group_markers,0,1.0,Are extra-ritual in-group markers present:,No
581,3063,extra_ritual_group_markers,0,1.0,Are extra-ritual in-group markers present:,No
586,3063,extra_ritual_group_markers,0,0.0,Are extra-ritual in-group markers present:,No
590,3063,extra_ritual_group_markers,0,0.0,Are extra-ritual in-group markers present:,No
592,3063,extra_ritual_group_markers,0,1.0,Are extra-ritual in-group markers present:,No
177,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
189,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
196,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
224,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
418,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
430,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
436,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
437,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
438,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
448,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
451,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
470,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
482,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
494,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
495,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
498,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
499,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
501,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
502,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
510,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
511,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
512,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
513,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
515,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
516,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
530,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
533,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
543,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
546,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
550,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
553,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
557,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
565,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
569,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
571,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
572,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
577,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
578,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
588,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
589,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
591,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
594,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
595,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
184,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
197,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
202,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
203,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
207,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
209,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
210,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
227,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
244,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
249,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
250,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
256,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
308,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
337,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
338,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
361,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
386,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
432,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
435,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
455,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
460,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
481,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
487,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
493,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
519,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
532,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
535,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
537,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
538,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
545,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
548,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
574,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
582,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
325,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
562,3063,extra_ritual_group_markers,0,0.0,Are extra-ritual in-group markers present:,No
563,3063,extra_ritual_group_markers,0,0.0,Are extra-ritual in-group markers present:,No
564,3063,extra_ritual_group_markers,0,1.0,Are extra-ritual in-group markers present:,No
597,3063,extra_ritual_group_markers,0,0.0,Are extra-ritual in-group markers present:,No
598,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
599,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
600,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
602,3063,extra_ritual_group_markers,0,1.0,Are extra-ritual in-group markers present:,No
604,3063,extra_ritual_group_markers,0,1.0,Are extra-ritual in-group markers present:,No
605,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
607,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
608,3063,extra_ritual_group_markers,0,1.0,Are extra-ritual in-group markers present:,No
609,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
610,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
611,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
612,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
613,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
614,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
616,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
618,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
619,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
620,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
621,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
622,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
623,3063,extra_ritual_group_markers,0,1.0,Are extra-ritual in-group markers present:,No
624,3063,extra_ritual_group_markers,0,0.0,Are extra-ritual in-group markers present:,No
625,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
626,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
627,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
629,3063,extra_ritual_group_markers,0,0.0,Are extra-ritual in-group markers present:,No
630,3063,extra_ritual_group_markers,0,1.0,Are extra-ritual in-group markers present:,No
631,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
632,3063,extra_ritual_group_markers,0,0.0,Are extra-ritual in-group markers present:,No
633,3063,extra_ritual_group_markers,0,0.0,Are extra-ritual in-group markers present:,No
634,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
635,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
636,3063,extra_ritual_group_markers,0,1.0,Are extra-ritual in-group markers present:,No
637,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
639,3063,extra_ritual_group_markers,0,1.0,Are extra-ritual in-group markers present:,No
645,3063,extra_ritual_group_markers,0,1.0,Are extra-ritual in-group markers present:,No
646,3063,extra_ritual_group_markers,0,1.0,Are extra-ritual in-group markers present:,No
647,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
648,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
649,3063,extra_ritual_group_markers,0,0.0,Are extra-ritual in-group markers present:,No
650,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
651,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
652,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
654,3063,extra_ritual_group_markers,0,1.0,Are extra-ritual in-group markers present:,No
655,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
657,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
658,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
660,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
661,3063,extra_ritual_group_markers,0,1.0,Are extra-ritual in-group markers present:,No
662,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
666,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
667,3063,extra_ritual_group_markers,0,1.0,Are extra-ritual in-group markers present:,No
669,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
671,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
673,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
674,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
675,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
676,3063,extra_ritual_group_markers,0,1.0,Are extra-ritual in-group markers present:,No
677,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
679,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
680,3063,extra_ritual_group_markers,0,0.0,Are extra-ritual in-group markers present:,No
681,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
682,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
684,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
685,3063,extra_ritual_group_markers,0,1.0,Are extra-ritual in-group markers present:,No
686,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
688,3063,extra_ritual_group_markers,0,0.0,Are extra-ritual in-group markers present:,No
689,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
690,3063,extra_ritual_group_markers,0,0.0,Are extra-ritual in-group markers present:,No
691,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
694,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
710,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
711,3063,extra_ritual_group_markers,0,1.0,Are extra-ritual in-group markers present:,No
712,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
713,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
714,3063,extra_ritual_group_markers,0,1.0,Are extra-ritual in-group markers present:,No
717,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
719,3063,extra_ritual_group_markers,0,0.0,Are extra-ritual in-group markers present:,No
721,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
722,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
723,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
724,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
726,3063,extra_ritual_group_markers,0,1.0,Are extra-ritual in-group markers present:,No
727,3063,extra_ritual_group_markers,0,1.0,Are extra-ritual in-group markers present:,No
728,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
729,3063,extra_ritual_group_markers,0,1.0,Are extra-ritual in-group markers present:,No
732,3063,extra_ritual_group_markers,0,1.0,Are extra-ritual in-group markers present:,No
733,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
736,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
737,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
738,3063,extra_ritual_group_markers,0,1.0,Are extra-ritual in-group markers present:,No
739,3063,extra_ritual_group_markers,0,0.0,Are extra-ritual in-group markers present:,No
742,3063,extra_ritual_group_markers,0,0.0,Are extra-ritual in-group markers present:,No
745,3063,extra_ritual_group_markers,0,1.0,Are extra-ritual in-group markers present:,No
748,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
749,3063,extra_ritual_group_markers,0,1.0,Are extra-ritual in-group markers present:,No
750,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
751,3063,extra_ritual_group_markers,0,0.0,Are extra-ritual in-group markers present:,No
752,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
755,3063,extra_ritual_group_markers,0,1.0,Are extra-ritual in-group markers present:,No
757,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
759,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
763,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
764,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
765,3063,extra_ritual_group_markers,0,0.0,Are extra-ritual in-group markers present:,No
766,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
768,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
769,3063,extra_ritual_group_markers,0,1.0,Are extra-ritual in-group markers present:,No
770,3063,extra_ritual_group_markers,0,0.0,Are extra-ritual in-group markers present:,No
771,3063,extra_ritual_group_markers,0,1.0,Are extra-ritual in-group markers present:,No
775,3063,extra_ritual_group_markers,0,0.0,Are extra-ritual in-group markers present:,No
788,3063,extra_ritual_group_markers,0,0.0,Are extra-ritual in-group markers present:,No
794,3063,extra_ritual_group_markers,0,1.0,Are extra-ritual in-group markers present:,No
802,3063,extra_ritual_group_markers,0,0.0,Are extra-ritual in-group markers present:,No
812,3063,extra_ritual_group_markers,0,1.0,Are extra-ritual in-group markers present:,No
826,3063,extra_ritual_group_markers,0,0.0,Are extra-ritual in-group markers present:,No
833,3063,extra_ritual_group_markers,0,1.0,Are extra-ritual in-group markers present:,No
834,3063,extra_ritual_group_markers,0,0.0,Are extra-ritual in-group markers present:,No
839,3063,extra_ritual_group_markers,0,0.0,Are extra-ritual in-group markers present:,No
841,3063,extra_ritual_group_markers,0,1.0,Are extra-ritual in-group markers present:,No
842,3063,extra_ritual_group_markers,0,0.0,Are extra-ritual in-group markers present:,No
843,3063,extra_ritual_group_markers,0,1.0,Are extra-ritual in-group markers present:,No
846,3063,extra_ritual_group_markers,0,1.0,Are extra-ritual in-group markers present:,No
848,3063,extra_ritual_group_markers,0,1.0,Are extra-ritual in-group markers present:,No
849,3063,extra_ritual_group_markers,0,0.0,Are extra-ritual in-group markers present:,No
850,3063,extra_ritual_group_markers,0,1.0,Are extra-ritual in-group markers present:,No
851,3063,extra_ritual_group_markers,0,1.0,Are extra-ritual in-group markers present:,No
852,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
853,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
854,3063,extra_ritual_group_markers,0,1.0,Are extra-ritual in-group markers present:,No
855,3063,extra_ritual_group_markers,0,1.0,Are extra-ritual in-group markers present:,No
857,3063,extra_ritual_group_markers,0,0.0,Are extra-ritual in-group markers present:,No
858,3063,extra_ritual_group_markers,0,1.0,Are extra-ritual in-group markers present:,No
859,3063,extra_ritual_group_markers,0,0.0,Are extra-ritual in-group markers present:,No
860,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
862,3063,extra_ritual_group_markers,0,0.0,Are extra-ritual in-group markers present:,No
863,3063,extra_ritual_group_markers,0,1.0,Are extra-ritual in-group markers present:,No
867,3063,extra_ritual_group_markers,0,1.0,Are extra-ritual in-group markers present:,No
869,3063,extra_ritual_group_markers,0,1.0,Are extra-ritual in-group markers present:,No
870,3063,extra_ritual_group_markers,0,1.0,Are extra-ritual in-group markers present:,No
871,3063,extra_ritual_group_markers,0,0.0,Are extra-ritual in-group markers present:,No
873,3063,extra_ritual_group_markers,0,0.0,Are extra-ritual in-group markers present:,No
877,3063,extra_ritual_group_markers,0,0.0,Are extra-ritual in-group markers present:,No
879,3063,extra_ritual_group_markers,0,0.0,Are extra-ritual in-group markers present:,No
880,3063,extra_ritual_group_markers,0,1.0,Are extra-ritual in-group markers present:,No
882,3063,extra_ritual_group_markers,0,0.0,Are extra-ritual in-group markers present:,No
883,3063,extra_ritual_group_markers,0,0.0,Are extra-ritual in-group markers present:,No
884,3063,extra_ritual_group_markers,0,0.0,Are extra-ritual in-group markers present:,No
885,3063,extra_ritual_group_markers,0,1.0,Are extra-ritual in-group markers present:,No
886,3063,extra_ritual_group_markers,0,1.0,Are extra-ritual in-group markers present:,No
887,3063,extra_ritual_group_markers,0,1.0,Are extra-ritual in-group markers present:,No
888,3063,extra_ritual_group_markers,0,1.0,Are extra-ritual in-group markers present:,No
891,3063,extra_ritual_group_markers,0,1.0,Are extra-ritual in-group markers present:,No
892,3063,extra_ritual_group_markers,0,0.0,Are extra-ritual in-group markers present:,No
893,3063,extra_ritual_group_markers,0,0.0,Are extra-ritual in-group markers present:,No
894,3063,extra_ritual_group_markers,0,0.0,Are extra-ritual in-group markers present:,No
896,3063,extra_ritual_group_markers,0,0.0,Are extra-ritual in-group markers present:,No
897,3063,extra_ritual_group_markers,0,1.0,Are extra-ritual in-group markers present:,No
899,3063,extra_ritual_group_markers,0,1.0,Are extra-ritual in-group markers present:,No
900,3063,extra_ritual_group_markers,0,1.0,Are extra-ritual in-group markers present:,No
903,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
906,3063,extra_ritual_group_markers,0,0.0,Are extra-ritual in-group markers present:,No
910,3063,extra_ritual_group_markers,0,0.0,Are extra-ritual in-group markers present:,No
914,3063,extra_ritual_group_markers,0,1.0,Are extra-ritual in-group markers present:,No
915,3063,extra_ritual_group_markers,0,,Are extra-ritual in-group markers present:,No
918,3063,extra_ritual_group_markers,0,0.0,Are extra-ritual in-group markers present:,No
919,3063,extra_ritual_group_markers,0,0.0,Are extra-ritual in-group markers present:,No
921,3063,extra_ritual_group_markers,0,1.0,Are extra-ritual in-group markers present:,No
924,3063,extra_ritual_group_markers,0,1.0,Are extra-ritual in-group markers present:,No
925,3063,extra_ritual_group_markers,0,1.0,Are extra-ritual in-group markers present:,No
926,3063,extra_ritual_group_markers,0,0.0,Are extra-ritual in-group markers present:,No
927,3063,extra_ritual_group_markers,0,1.0,Are extra-ritual in-group markers present:,No
928,3063,extra_ritual_group_markers,0,0.0,Are extra-ritual in-group markers present:,No
929,3063,extra_ritual_group_markers,0,0.0,Are extra-ritual in-group markers present:,No
931,3063,extra_ritual_group_markers,0,0.0,Are extra-ritual in-group markers present:,No
933,3063,extra_ritual_group_markers,0,0.0,Are extra-ritual in-group markers present:,No
934,3063,extra_ritual_group_markers,0,1.0,Are extra-ritual in-group markers present:,No
935,3063,extra_ritual_group_markers,0,0.0,Are extra-ritual in-group markers present:,No
937,3063,extra_ritual_group_markers,0,0.0,Are extra-ritual in-group markers present:,No
938,3063,extra_ritual_group_markers,0,0.0,Are extra-ritual in-group markers present:,No
939,3063,extra_ritual_group_markers,0,1.0,Are extra-ritual in-group markers present:,No
940,3063,extra_ritual_group_markers,0,0.0,Are extra-ritual in-group markers present:,No
941,3063,extra_ritual_group_markers,0,1.0,Are extra-ritual in-group markers present:,No
